artist_mbid,date_uts,date_#text,artist,album,song,week
,1606762640,"30 Nov 2020, 18:57",Brian Eno,Apollo,An Ending (Ascent) - Remastered 2005,2657
ff95eb47-41c4-4f7f-a104-cdc30f02e872,1606761598,"30 Nov 2020, 18:39",Brian Eno,Before and After Science,Here He Comes - 2004 Digital Remaster,2657
65041e06-83d2-4987-ae52-c17a915fc82a,1606761258,"30 Nov 2020, 18:34",Spiritualized,Ladies and Gentlemen We Are Floating in Space,Ladies and Gentlemen We Are Floating in Space,2657
01809552-4f87-45b0-afff-2c6f0730a3be,1606761025,"30 Nov 2020, 18:30",Elvis Presley,Blue Hawaii,Can't Help Falling in Love,2657
78e46ae5-9bfd-433b-be3f-19e993d67ecc,1606759897,"30 Nov 2020, 18:11",Rufus Wainwright,Release The Stars,Going To A Town,2657
164f0d73-1234-4e2c-8743-d77bf2191051,1606759648,"30 Nov 2020, 18:07",Kanye West,Yeezus,Black Skinhead,2657
92ee5562-3c1b-4e02-ac22-aae6261edac5,1606759182,"30 Nov 2020, 17:59",Blackalicious,Nia,Shallow Days,2657
45610c1f-41a4-44f1-9da6-227510073ffc,1606758921,"30 Nov 2020, 17:55",Julia Holter,Have You In My Wilderness,Feel You,2657
7ac1e33f-0cdf-4e81-b914-41830700d746,1606758672,"30 Nov 2020, 17:51",Gregory Porter,Take Me To The Alley,Holding On,2657
fc7376fe-1a6f-4414-b4a7-83f50ed59c92,1606758369,"30 Nov 2020, 17:46",Flying Lotus,You're Dead!,Never Catch Me,2657
c4df0e75-43c6-4aa8-87c6-6daeffdc5d03,1606758134,"30 Nov 2020, 17:42",Flinke Namen,Superstuntwerk,Als Zij Langsloopt,2657
534dda3c-b73f-408b-8889-bd68eae84df6,1606754033,"30 Nov 2020, 16:33",Ben Howard,Noonday Dream,A Boat To An Island Pt. 2 / Agatha's Song,2657
534dda3c-b73f-408b-8889-bd68eae84df6,1606752809,"30 Nov 2020, 16:13",Ben Howard,Noonday Dream,The Defeat,2657
534dda3c-b73f-408b-8889-bd68eae84df6,1606752456,"30 Nov 2020, 16:07",Ben Howard,Noonday Dream,All Down the Mines (Interlude),2657
534dda3c-b73f-408b-8889-bd68eae84df6,1606752409,"30 Nov 2020, 16:06",Ben Howard,Noonday Dream,Someone In the Doorway,2657
534dda3c-b73f-408b-8889-bd68eae84df6,1606752113,"30 Nov 2020, 16:01",Ben Howard,Noonday Dream,What the Moon Does,2657
534dda3c-b73f-408b-8889-bd68eae84df6,1606741112,"30 Nov 2020, 12:58",Ben Howard,Noonday Dream,What the Moon Does,2657
